retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method
Kohl's,1189833,2021-05-02,West,California,Los Angeles,Men's Athletic Footwear,55,850,467500,116875,25,Outlet
Kohl's,1189833,2021-05-03,West,California,Los Angeles,Women's Street Footwear,50,725,362500,145000,40,Outlet
Kohl's,1189833,2021-05-04,West,California,Los Angeles,Women's Athletic Footwear,50,675,337500,118125,35,Outlet
Kohl's,1189833,2021-05-05,West,California,Los Angeles,Men's Apparel,60,675,405000,222750,55,Outlet
Kohl's,1189833,2021-05-06,West,California,Los Angeles,Women's Apparel,65,650,422500,84500,20,Outlet
Kohl's,1189833,2021-05-07,West,California,Los Angeles,Men's Street Footwear,50,850,425000,170000,40,Outlet
Kohl's,1189833,2021-05-08,West,California,Los Angeles,Men's Athletic Footwear,55,850,467500,116875,25,Outlet
Kohl's,1189833,2021-05-09,West,California,Los Angeles,Women's Street Footwear,50,700,350000,140000,40,Outlet
Kohl's,1189833,2021-05-10,West,California,Los Angeles,Women's Athletic Footwear,50,650,325000,113750,35,Outlet
Kohl's,1189833,2021-05-11,West,California,Los Angeles,Men's Apparel,60,650,390000,214500,55,Outlet
Kohl's,1189833,2021-05-12,West,California,Los Angeles,Women's Apparel,65,700,455000,91000,20,Outlet
Kohl's,1189833,2021-05-13,West,California,Los Angeles,Men's Street Footwear,50,800,400000,160000,40,Outlet
Kohl's,1189833,2021-05-14,West,California,Los Angeles,Men's Athletic Footwear,55,800,440000,110000,25,Outlet
Kohl's,1189833,2021-05-15,West,California,Los Angeles,Women's Street Footwear,50,650,325000,130000,40,Outlet
Kohl's,1189833,2021-05-16,West,California,Los Angeles,Women's Athletic Footwear,50,625,312500,109375,35,Outlet
Kohl's,1189833,2021-05-17,West,California,Los Angeles,Men's Apparel,60,600,360000,198000,55,Outlet
Kohl's,1189833,2021-05-18,West,California,Los Angeles,Women's Apparel,65,650,422500,84500,20,Outlet
Kohl's,1189833,2021-05-19,West,California,Los Angeles,Men's Street Footwear,50,825,412500,165000,40,Outlet
Kohl's,1189833,2021-05-20,West,California,Los Angeles,Men's Athletic Footwear,55,825,453750,113438,25,Outlet
Kohl's,1189833,2021-05-21,West,California,Los Angeles,Women's Street Footwear,50,675,337500,135000,40,Outlet
Kohl's,1189833,2021-05-22,West,California,Los Angeles,Women's Athletic Footwear,50,650,325000,113750,35,Outlet
Kohl's,1189833,2021-05-23,West,California,Los Angeles,Men's Apparel,60,600,360000,198000,55,Outlet
Kohl's,1189833,2021-05-24,West,California,Los Angeles,Women's Apparel,65,700,455000,91000,20,Outlet
Kohl's,1189833,2021-05-25,West,California,Los Angeles,Men's Street Footwear,50,900,450000,180000,40,Outlet
Kohl's,1189833,2021-05-26,West,California,Los Angeles,Men's Athletic Footwear,55,900,495000,123750,25,Outlet
Kohl's,1189833,2021-05-27,West,California,Los Angeles,Women's Street Footwear,50,700,350000,140000,40,Outlet
Kohl's,1189833,2021-05-28,West,California,Los Angeles,Women's Athletic Footwear,50,700,350000,122500,35,Outlet
Kohl's,1189833,2021-05-29,West,California,Los Angeles,Men's Apparel,60,625,375000,206250,55,Outlet
Kohl's,1189833,2021-05-30,West,California,Los Angeles,Women's Apparel,65,725,471250,94250,20,Outlet
Foot Locker,1185732,2021-05-31,West,California,Los Angeles,Men's Street Footwear,45,475,213750,85500,40,Outlet
Foot Locker,1185732,2021-06-01,West,California,Los Angeles,Men's Athletic Footwear,45,275,123750,43313,35,Outlet
Foot Locker,1185732,2021-06-02,West,California,Los Angeles,Women's Street Footwear,35,275,96250,33688,35,Outlet
Foot Locker,1185732,2021-06-03,West,California,Los Angeles,Women's Athletic Footwear,40,125,50000,20000,40,Outlet
Foot Locker,1185732,2021-06-04,Midwest,Illinois,Chicago,Men's Apparel,55,175,96250,33688,35,Outlet
Foot Locker,1185732,2021-06-05,Midwest,Illinois,Chicago,Women's Apparel,45,275,123750,61875,50,Outlet
Foot Locker,1185732,2021-06-06,Midwest,Illinois,Chicago,Men's Street Footwear,45,525,236250,94500,40,Outlet
Foot Locker,1185732,2021-06-07,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,175,78750,27563,35,Outlet
Foot Locker,1185732,2021-06-08,Midwest,Illinois,Chicago,Women's Street Footwear,35,225,78750,27563,35,Outlet
Foot Locker,1185732,2021-06-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,100,40000,16000,40,Outlet
Foot Locker,1185732,2021-06-10,Midwest,Illinois,Chicago,Men's Apparel,55,175,96250,33688,35,Outlet
Foot Locker,1185732,2021-06-11,Midwest,Illinois,Chicago,Women's Apparel,45,275,123750,61875,50,Outlet
Foot Locker,1185732,2021-06-12,Midwest,Illinois,Chicago,Men's Street Footwear,50,495,247500,99000,40,Outlet
Foot Locker,1185732,2021-06-13,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,200,100000,35000,35,Outlet
Foot Locker,1185732,2021-06-14,Midwest,Illinois,Chicago,Women's Street Footwear,40,225,90000,31500,35,Outlet
Foot Locker,1185732,2021-06-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,45,75,33750,13500,40,Outlet
Foot Locker,1185732,2021-06-16,Midwest,Illinois,Chicago,Men's Apparel,60,125,75000,26250,35,Outlet
Foot Locker,1185732,2021-06-17,Midwest,Illinois,Chicago,Women's Apparel,50,225,112500,56250,50,Outlet
Foot Locker,1185732,2021-06-18,Midwest,Illinois,Chicago,Men's Street Footwear,50,450,225000,90000,40,Outlet
Foot Locker,1185732,2021-06-19,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,150,75000,26250,35,Outlet
Foot Locker,1185732,2021-06-20,Midwest,Illinois,Chicago,Women's Street Footwear,40,150,60000,21000,35,Outlet
Foot Locker,1185732,2021-06-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,45,75,33750,13500,40,Outlet
Foot Locker,1185732,2021-06-22,Midwest,Illinois,Chicago,Men's Apparel,60,100,60000,21000,35,Outlet
Foot Locker,1185732,2021-06-23,Midwest,Illinois,Chicago,Women's Apparel,50,225,112500,56250,50,Outlet
Foot Locker,1185732,2021-06-24,Midwest,Illinois,Chicago,Men's Street Footwear,60,495,297000,118800,40,Outlet
Foot Locker,1185732,2021-06-25,Midwest,Illinois,Chicago,Men's Athletic Footwear,55,200,110000,38500,35,Outlet
Foot Locker,1185732,2021-06-26,Midwest,Illinois,Chicago,Women's Street Footwear,50,175,87500,30625,35,Outlet
Foot Locker,1185732,2021-06-27,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,100,50000,20000,40,Outlet
Foot Locker,1185732,2021-06-28,Midwest,Illinois,Chicago,Men's Apparel,60,125,75000,26250,35,Outlet
Foot Locker,1185732,2021-06-29,Midwest,Illinois,Chicago,Women's Apparel,65,250,162500,81250,50,Outlet
Foot Locker,1185732,2021-06-30,Midwest,Illinois,Chicago,Men's Street Footwear,50,500,250000,100000,40,Outlet
Foot Locker,1185732,2021-07-01,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,250,112500,39375,35,Outlet
Foot Locker,1185732,2021-07-02,Midwest,Illinois,Chicago,Women's Street Footwear,40,200,80000,28000,35,Outlet
Foot Locker,1185732,2021-07-03,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,70000,28000,40,Outlet
Foot Locker,1185732,2021-07-04,Midwest,Illinois,Chicago,Men's Apparel,50,175,87500,30625,35,Outlet
Foot Locker,1185732,2021-07-05,Midwest,Illinois,Chicago,Women's Apparel,55,350,192500,96250,50,Outlet
Foot Locker,1185732,2021-07-06,Midwest,Illinois,Chicago,Men's Street Footwear,50,575,287500,115000,40,Outlet
Foot Locker,1185732,2021-07-07,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,325,146250,51188,35,Outlet
Foot Locker,1185732,2021-07-08,Midwest,Illinois,Chicago,Women's Street Footwear,40,250,100000,35000,35,Outlet
Foot Locker,1185732,2021-07-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,200,80000,32000,40,Outlet
Foot Locker,1185732,2021-07-10,Midwest,Illinois,Chicago,Men's Apparel,50,225,112500,39375,35,Outlet
Foot Locker,1185732,2021-07-11,Midwest,Illinois,Chicago,Women's Apparel,55,400,220000,110000,50,Outlet
Foot Locker,1185732,2021-07-12,Midwest,Illinois,Chicago,Men's Street Footwear,50,550,275000,110000,40,Outlet
Foot Locker,1185732,2021-07-13,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,325,146250,51188,35,Outlet
Foot Locker,1185732,2021-07-14,Midwest,Illinois,Chicago,Women's Street Footwear,40,250,100000,35000,35,Outlet
Foot Locker,1185732,2021-07-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,225,90000,36000,40,Outlet
Foot Locker,1185732,2021-07-16,Midwest,Illinois,Chicago,Men's Apparel,50,200,100000,35000,35,Outlet
Foot Locker,1185732,2021-07-17,Midwest,Illinois,Chicago,Women's Apparel,55,375,206250,103125,50,Outlet
Foot Locker,1185732,2021-07-18,Midwest,Illinois,Chicago,Men's Street Footwear,50,500,250000,100000,40,Outlet
Foot Locker,1185732,2021-07-19,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,300,135000,47250,35,Outlet
Foot Locker,1185732,2021-07-20,Midwest,Illinois,Chicago,Women's Street Footwear,40,200,80000,28000,35,Outlet
Foot Locker,1185732,2021-07-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,70000,28000,40,Outlet
Foot Locker,1185732,2021-07-22,Midwest,Illinois,Chicago,Men's Apparel,50,175,87500,30625,35,Outlet
Foot Locker,1185732,2021-07-23,Midwest,Illinois,Chicago,Women's Apparel,55,250,137500,68750,50,Outlet
Foot Locker,1185732,2021-07-24,Midwest,Illinois,Chicago,Men's Street Footwear,60,425,255000,102000,40,Outlet
Foot Locker,1185732,2021-07-25,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,250,125000,43750,35,Outlet
Foot Locker,1185732,2021-07-26,Midwest,Illinois,Chicago,Women's Street Footwear,50,150,75000,26250,35,Outlet
Foot Locker,1185732,2021-07-27,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,125,62500,25000,40,Outlet
Foot Locker,1185732,2021-07-28,Midwest,Illinois,Chicago,Men's Apparel,60,125,75000,26250,35,Outlet
Foot Locker,1185732,2021-07-29,Midwest,Illinois,Chicago,Women's Apparel,65,250,162500,81250,50,Outlet
Foot Locker,1185732,2021-07-30,Midwest,Illinois,Chicago,Men's Street Footwear,60,400,240000,96000,40,Outlet
Foot Locker,1185732,2021-07-31,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,250,125000,43750,35,Outlet
Foot Locker,1185732,2021-08-01,Midwest,Illinois,Chicago,Women's Street Footwear,50,195,97500,34125,35,Outlet
Foot Locker,1185732,2021-08-02,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,175,87500,35000,40,Outlet
Foot Locker,1185732,2021-08-03,Midwest,Illinois,Chicago,Men's Apparel,60,150,90000,31500,35,Outlet
Foot Locker,1185732,2021-08-04,Midwest,Illinois,Chicago,Women's Apparel,65,250,162500,81250,50,Outlet
Foot Locker,1185732,2021-08-05,Midwest,Illinois,Chicago,Men's Street Footwear,60,500,300000,120000,40,Outlet
Foot Locker,1185732,2021-08-06,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,300,150000,52500,35,Outlet
Foot Locker,1185732,2021-08-07,Midwest,Illinois,Chicago,Women's Street Footwear,50,250,125000,43750,35,Outlet
Foot Locker,1185732,2021-08-08,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,200,100000,40000,40,Outlet
Foot Locker,1185732,2021-08-09,Midwest,Illinois,Chicago,Men's Apparel,60,200,120000,42000,35,Outlet
Foot Locker,1185732,2021-08-10,Midwest,Illinois,Chicago,Women's Apparel,65,300,195000,97500,50,Outlet
Sports Direct,1197831,2021-08-11,Midwest,Illinois,Chicago,Men's Street Footwear,20,725,145000,43500,30,Outlet
Sports Direct,1197831,2021-08-12,Midwest,Illinois,Chicago,Men's Athletic Footwear,30,725,217500,65250,30,Outlet
Sports Direct,1197831,2021-08-13,Midwest,Illinois,Chicago,Women's Street Footwear,30,525,157500,47250,30,Outlet
Sports Direct,1197831,2021-08-14,Midwest,Illinois,Chicago,Women's Athletic Footwear,35,525,183750,73500,40,Outlet
Sports Direct,1197831,2021-08-15,South,Texas,Dallas,Men's Apparel,40,375,150000,37500,25,Outlet
Sports Direct,1197831,2021-08-16,South,Texas,Dallas,Women's Apparel,35,525,183750,82688,45,Outlet
Sports Direct,1197831,2021-08-17,South,Texas,Dallas,Men's Street Footwear,25,675,168750,50625,30,Outlet
Sports Direct,1197831,2021-08-18,South,Texas,Dallas,Men's Athletic Footwear,35,650,227500,68250,30,Outlet
Sports Direct,1197831,2021-08-19,South,Texas,Dallas,Women's Street Footwear,35,475,166250,49875,30,Outlet
Sports Direct,1197831,2021-08-20,South,Texas,Dallas,Women's Athletic Footwear,35,425,148750,59500,40,Outlet
Sports Direct,1197831,2021-08-21,South,Texas,Dallas,Men's Apparel,40,300,120000,30000,25,Outlet
Sports Direct,1197831,2021-08-22,South,Texas,Dallas,Women's Apparel,35,500,175000,78750,45,Outlet
Sports Direct,1197831,2021-08-23,South,Texas,Dallas,Men's Street Footwear,30,675,202500,70875,35,Outlet
Sports Direct,1197831,2021-08-24,South,Texas,Dallas,Men's Athletic Footwear,40,675,270000,94500,35,Outlet
Sports Direct,1197831,2021-08-25,South,Texas,Dallas,Women's Street Footwear,30,500,150000,52500,35,Outlet
Sports Direct,1197831,2021-08-26,South,Texas,Dallas,Women's Athletic Footwear,35,400,140000,63000,45,Outlet
Sports Direct,1197831,2021-08-27,South,Texas,Dallas,Men's Apparel,40,300,120000,36000,30,Outlet
Sports Direct,1197831,2021-08-28,South,Texas,Dallas,Women's Apparel,35,450,157500,78750,50,Outlet
Sports Direct,1197831,2021-08-29,South,Texas,Dallas,Men's Street Footwear,20,700,140000,49000,35,Outlet
Sports Direct,1197831,2021-08-30,South,Texas,Dallas,Men's Athletic Footwear,30,700,210000,73500,35,Outlet
Sports Direct,1197831,2021-08-31,South,Texas,Dallas,Women's Street Footwear,25,525,131250,45938,35,Outlet
Sports Direct,1197831,2021-09-01,South,Texas,Dallas,Women's Athletic Footwear,30,425,127500,57375,45,Outlet
Sports Direct,1197831,2021-09-02,South,Texas,Dallas,Men's Apparel,35,325,113750,34125,30,Outlet
Sports Direct,1197831,2021-09-03,South,Texas,Dallas,Women's Apparel,30,600,180000,90000,50,Outlet
Sports Direct,1197831,2021-09-04,South,Texas,Dallas,Men's Street Footwear,20,750,150000,52500,35,Outlet
Sports Direct,1197831,2021-09-05,South,Texas,Dallas,Men's Athletic Footwear,30,775,232500,81375,35,Outlet
Sports Direct,1197831,2021-09-06,South,Texas,Dallas,Women's Street Footwear,25,625,156250,54688,35,Outlet
Sports Direct,1197831,2021-09-07,South,Texas,Dallas,Women's Athletic Footwear,35,550,192500,86625,45,Outlet
Sports Direct,1197831,2021-09-08,South,Texas,Dallas,Men's Apparel,50,450,225000,67500,30,Outlet
Sports Direct,1197831,2021-09-09,South,Texas,Dallas,Women's Apparel,45,800,360000,180000,50,Outlet
Sports Direct,1197831,2021-09-10,South,Texas,Dallas,Men's Street Footwear,45,800,360000,126000,35,Outlet
Sports Direct,1197831,2021-09-11,South,Texas,Dallas,Men's Athletic Footwear,50,800,400000,140000,35,Outlet
Sports Direct,1197831,2021-09-12,South,Texas,Dallas,Women's Street Footwear,45,650,292500,102375,35,Outlet
Sports Direct,1197831,2021-09-13,South,Texas,Dallas,Women's Athletic Footwear,45,600,270000,121500,45,Outlet
Sports Direct,1197831,2021-09-14,South,Texas,Dallas,Men's Apparel,50,500,250000,75000,30,Outlet
Sports Direct,1197831,2021-09-15,South,Texas,Dallas,Women's Apparel,55,875,481250,240625,50,Outlet
Sports Direct,1197831,2021-09-16,South,Texas,Dallas,Men's Street Footwear,45,825,371250,148500,40,Outlet
Sports Direct,1197831,2021-09-17,South,Texas,Dallas,Men's Athletic Footwear,50,825,412500,165000,40,Outlet
Sports Direct,1197831,2021-09-18,South,Texas,Dallas,Women's Street Footwear,45,975,438750,175500,40,Outlet
Sports Direct,1197831,2021-09-19,South,Texas,Dallas,Women's Athletic Footwear,45,575,258750,129375,50,Outlet
Sports Direct,1197831,2021-09-20,South,Texas,Dallas,Men's Apparel,50,575,287500,100625,35,Outlet
Sports Direct,1197831,2021-09-21,South,Texas,Dallas,Women's Apparel,60,850,510000,280500,55,Outlet
Sports Direct,1197831,2021-09-22,South,Texas,Dallas,Men's Street Footwear,50,800,400000,160000,40,Outlet
Sports Direct,1197831,2021-09-23,South,Texas,Dallas,Men's Athletic Footwear,55,800,440000,176000,40,Outlet
Sports Direct,1197831,2021-09-24,South,Texas,Dallas,Women's Street Footwear,50,975,487500,195000,40,Outlet
Sports Direct,1197831,2021-09-25,South,Texas,Dallas,Women's Athletic Footwear,50,525,262500,131250,50,Outlet
Sports Direct,1197831,2021-09-26,South,Texas,Dallas,Men's Apparel,55,525,288750,101063,35,Outlet
Sports Direct,1197831,2021-09-27,South,Texas,Dallas,Women's Apparel,60,775,465000,255750,55,Outlet
Sports Direct,1197831,2021-09-28,South,Texas,Dallas,Men's Street Footwear,55,725,398750,159500,40,Outlet
Sports Direct,1197831,2021-09-29,South,Texas,Dallas,Men's Athletic Footwear,55,675,371250,148500,40,Outlet
Sports Direct,1197831,2021-09-30,South,Texas,Dallas,Women's Street Footwear,60,725,435000,174000,40,Outlet
Sports Direct,1197831,2021-10-01,South,Texas,Dallas,Women's Athletic Footwear,60,450,270000,135000,50,Outlet
Sports Direct,1197831,2021-10-02,South,Texas,Dallas,Men's Apparel,55,450,247500,86625,35,Outlet
Sports Direct,1197831,2021-10-03,South,Texas,Dallas,Women's Apparel,50,675,337500,185625,55,Outlet
Sports Direct,1197831,2021-10-04,South,Texas,Dallas,Men's Street Footwear,40,625,250000,100000,40,Outlet
Sports Direct,1197831,2021-10-05,South,Texas,Dallas,Men's Athletic Footwear,40,625,250000,100000,40,Outlet
Sports Direct,1197831,2021-10-06,South,Texas,Dallas,Women's Street Footwear,45,575,258750,103500,40,Outlet
Sports Direct,1197831,2021-10-07,South,Texas,Dallas,Women's Athletic Footwear,45,425,191250,95625,50,Outlet
Sports Direct,1197831,2021-10-08,South,Texas,Dallas,Men's Apparel,40,400,160000,56000,35,Outlet
Sports Direct,1197831,2021-10-09,South,Texas,Dallas,Women's Apparel,50,575,287500,158125,55,Outlet
Sports Direct,1197831,2021-10-10,South,Texas,Dallas,Men's Street Footwear,40,725,290000,116000,40,Outlet
Sports Direct,1197831,2021-10-11,South,Texas,Dallas,Men's Athletic Footwear,40,725,290000,116000,40,Outlet
